Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages
39481,STANDARD,STRINGER,MS,PRIMARY,31.84,-89.26,NA-US-MS-STRINGER,false,694,1345,23800441
39769,STANDARD,STURGIS,MS,PRIMARY,33.34,-89.04,NA-US-MS-STURGIS,false,761,1386,20992915
39666,STANDARD,SUMMIT,MS,PRIMARY,31.28,-90.46,NA-US-MS-SUMMIT,false,4042,7553,132659018
38957,PO BOX,SUMNER,MS,PRIMARY,33.96,-90.36,NA-US-MS-SUMNER,false,332,610,7226222
39482,STANDARD,SUMRALL,MS,PRIMARY,31.41,-89.54,NA-US-MS-SUMRALL,false,3734,7379,126990072
38778,STANDARD,SUNFLOWER,MS,PRIMARY,33.54,-90.53,NA-US-MS-SUNFLOWER,false,670,1245,12845483
38959,PO BOX,SWIFTOWN,MS,PRIMARY,33.32,-90.4,NA-US-MS-SWIFTOWN,false,,,
38673,STANDARD,TAYLOR,MS,PRIMARY,34.27,-89.58,NA-US-MS-TAYLOR,false,401,714,10629169
39168,STANDARD,TAYLORSVILLE,MS,PRIMARY,31.83,-89.43,NA-US-MS-TAYLORSVILLE,false,2726,5086,79153842
39169,STANDARD,TCHULA,MS,PRIMARY,33.18,-90.22,NA-US-MS-TCHULA,false,1221,2222,21520365
39170,STANDARD,TERRY,MS,PRIMARY,32.1,-90.29,NA-US-MS-TERRY,false,4353,8155,173786752
38871,STANDARD,THAXTON,MS,PRIMARY,34.3,-89.17,NA-US-MS-THAXTON,false,727,1414,21576211
38961,STANDARD,TILLATOBA,MS,PRIMARY,33.98,-89.89,NA-US-MS-TILLATOBA,false,389,712,9569238
39173,STANDARD,TINSLEY,MS,PRIMARY,32.77,-90.43,NA-US-MS-TINSLEY,false,,,
38674,STANDARD,TIPLERSVILLE,MS,PRIMARY,34.9,-88.92,NA-US-MS-TIPLERSVILLE,false,389,741,10667663
38962,PO BOX,TIPPO,MS,PRIMARY,33.91,-90.1,NA-US-MS-TIPPO,false,,,
38873,STANDARD,TISHOMINGO,MS,PRIMARY,34.63,-88.22,NA-US-MS-TISHOMINGO,false,1133,2166,31327902
38874,PO BOX,TOCCOPOLA,MS,PRIMARY,34.25,-89.23,NA-US-MS-TOCCOPOLA,false,,,
39364,STANDARD,TOOMSUBA,MS,PRIMARY,32.43,-88.46,NA-US-MS-TOOMSUBA,false,1270,2351,35537508
39174,PO BOX,TOUGALOO,MS,PRIMARY,32.39,-90.15,NA-US-MS-TOUGALOO,false,339,546,7694981
38875,PO BOX,TREBLOC,MS,PRIMARY,33.83,-88.85,NA-US-MS-TREBLOC,false,,,
38876,STANDARD,TREMONT,MS,PRIMARY,34.23,-88.24,NA-US-MS-TREMONT,false,495,944,13931324
38676,STANDARD,TUNICA,MS,PRIMARY,34.68,-90.38,NA-US-MS-TUNICA,false,3058,5443,68668034
38801,STANDARD,TUPELO,MS,PRIMARY,34.26,-88.73,NA-US-MS-TUPELO,false,11578,20894,394837875
38802,PO BOX,TUPELO,MS,PRIMARY,34.26,-88.73,NA-US-MS-TUPELO,false,584,994,21132713
38803,PO BOX,TUPELO,MS,PRIMARY,34.26,-88.73,NA-US-MS-TUPELO,false,703,1234,21317058
38804,STANDARD,TUPELO,MS,PRIMARY,34.26,-88.73,NA-US-MS-TUPELO,false,6760,12150,250632836
38963,STANDARD,TUTWILER,MS,PRIMARY,34.01,-90.42,NA-US-MS-TUTWILER,false,626,1167,12813083
39667,STANDARD,TYLERTOWN,MS,PRIMARY,31.11,-90.14,NA-US-MS-TYLERTOWN,false,4995,9415,132768382
39365,STANDARD,UNION,MS,PRIMARY,32.57,-89.11,NA-US-MS-UNION,false,2929,5667,88431960
39668,STANDARD,UNION CHURCH,MS,PRIMARY,31.7,-90.82,NA-US-MS-UNION CHURCH,false,271,514,8019876
38677,PO BOX,UNIVERSITY,MS,PRIMARY,34.36,-89.59,NA-US-MS-UNIVERSITY,false,553,801,15081270
39175,STANDARD,UTICA,MS,PRIMARY,32.1,-90.62,NA-US-MS-UTICA,false,2196,3952,58627262
39176,STANDARD,VAIDEN,MS,PRIMARY,33.33,-89.75,NA-US-MS-VAIDEN,false,820,1530,21377104
39177,PO BOX,VALLEY PARK,MS,PRIMARY,32.57,-90.86,NA-US-MS-VALLEY PARK,false,,,
38964,STANDARD,VANCE,MS,PRIMARY,34.08,-90.3,NA-US-MS-VANCE,false,,,
38877,PO BOX,VAN VLEET,MS,PRIMARY,33.97,-88.91,NA-US-MS-VAN VLEET,false,,,
38878,STANDARD,VARDAMAN,MS,PRIMARY,33.88,-89.17,NA-US-MS-VARDAMAN,false,1059,2020,24036587
38879,PO BOX,VERONA,MS,PRIMARY,34.19,-88.71,NA-US-MS-VERONA,false,1240,2214,23441025
39180,STANDARD,VICKSBURG,MS,PRIMARY,32.32,-90.87,NA-US-MS-VICKSBURG,false,14256,25610,473135481
39181,PO BOX,VICKSBURG,MS,PRIMARY,32.32,-90.87,NA-US-MS-VICKSBURG,false,,,
39182,PO BOX,VICKSBURG,MS,PRIMARY,32.32,-90.87,NA-US-MS-VICKSBURG,false,667,1117,23185241
39183,STANDARD,VICKSBURG,MS,PRIMARY,32.32,-90.87,NA-US-MS-VICKSBURG,false,6609,12027,231751023
38679,PO BOX,VICTORIA,MS,PRIMARY,34.83,-89.59,NA-US-MS-VICTORIA,false,,,
39366,STANDARD,VOSSBURG,MS,PRIMARY,31.98,-88.96,NA-US-MS-VOSSBURG,false,605,1094,14026732
38680,STANDARD,WALLS,MS,PRIMARY,34.95,-90.13,NA-US-MS-WALLS,false,2663,4919,91165658
38686,UNIQUE,WALLS,MS,PRIMARY,34.95,-90.13,NA-US-MS-WALLS,false,,,
38683,STANDARD,WALNUT,MS,PRIMARY,34.94,-88.9,NA-US-MS-WALNUT,false,1826,3593,48406320
39189,STANDARD,WALNUT GROVE,MS,PRIMARY,32.59,-89.45,NA-US-MS-WALNUT GROVE,false,1416,2605,36086377
39771,STANDARD,WALTHALL,MS,PRIMARY,33.6,-89.27,NA-US-MS-WALTHALL,false,,,
39190,PO BOX,WASHINGTON,MS,PRIMARY,31.56,-91.26,NA-US-MS-WASHINGTON,false,364,668,9222001
38685,STANDARD,WATERFORD,MS,PRIMARY,34.63,-89.46,NA-US-MS-WATERFORD,false,545,992,15012257
38965,STANDARD,WATER VALLEY,MS,PRIMARY,34.16,-89.63,NA-US-MS-WATER VALLEY,false,3675,6726,96744434
39367,STANDARD,WAYNESBORO,MS,PRIMARY,31.67,-88.64,NA-US-MS-WAYNESBORO,false,6141,11551,186026414
38780,PO BOX,WAYSIDE,MS,PRIMARY,33.26,-91.02,NA-US-MS-WAYSIDE,false,,,
38966,STANDARD,WEBB,MS,PRIMARY,33.94,-90.34,NA-US-MS-WEBB,false,505,926,9022464
39772,STANDARD,WEIR,MS,PRIMARY,33.26,-89.28,NA-US-MS-WEIR,false,731,1351,16113681
39191,STANDARD,WESSON,MS,PRIMARY,31.7,-90.39,NA-US-MS-WESSON,false,3116,6048,101618701
39192,STANDARD,WEST,MS,PRIMARY,33.19,-89.78,NA-US-MS-WEST,false,681,1261,18292365
39754,PO BOX,MONTPELIER,MS,PRIMARY,33.71,-88.94,NA-US-MS-MONTPELIER,false,,,
39773,STANDARD,WEST POINT,MS,PRIMARY,33.6,-88.64,NA-US-MS-WEST POINT,false,6931,12412,184837229
38880,PO BOX,WHEELER,MS,PRIMARY,34.58,-88.6,NA-US-MS-WHEELER,false,,,
39577,STANDARD,WIGGINS,MS,PRIMARY,30.86,-89.13,NA-US-MS-WIGGINS,false,4031,7450,114411183
38967,STANDARD,WINONA,MS,PRIMARY,33.48,-89.72,NA-US-MS-WINONA,false,3072,5619,78027863
38781,PO BOX,WINSTONVILLE,MS,PRIMARY,33.91,-90.75,NA-US-MS-WINSTONVILLE,false,,,
39776,STANDARD,WOODLAND,MS,PRIMARY,33.78,-89.05,NA-US-MS-WOODLAND,false,723,1325,16939245
39669,STANDARD,WOODVILLE,MS,PRIMARY,31.1,-91.29,NA-US-MS-WOODVILLE,false,2243,4031,59498550
39194,STANDARD,YAZOO CITY,MS,PRIMARY,32.86,-90.4,NA-US-MS-YAZOO CITY,false,6571,12017,160767569
